File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF627JQX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR900XDB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZFP36-human	DNA						2014-07-07	ENCODE			150-350	4, 5	4_1, 5_1							/files/ENCFF809HYS/, /files/ENCFF140KJO/, /files/ENCFF402BOP/, /files/ENCFF356LFX/, /files/ENCFF500GXC/	191611	ENCODE Processing Pipeline	8165c2b5217ec3b1f139b690912c4877		https://www.encodeproject.org/files/ENCFF627JQX/@@download/ENCFF627JQX.bed.gz				released	s3://encode-public/2020/12/02/630effaf-ff8c-4131-b791-8f33720d6314/ENCFF627JQX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/630effaf-ff8c-4131-b791-8f33720d6314/ENCFF627JQX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking	partially characterized antibody	
ENCFF749DPM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR501DKS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF7-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF900GTF/	383263	ENCODE Processing Pipeline	60fe4ad3b22920786aed7b946f9b524d		https://www.encodeproject.org/files/ENCFF749DPM/@@download/ENCFF749DPM.bigBed				released	s3://encode-public/2021/02/04/34a1efba-f1a9-46d4-ba43-f7bafc21c737/ENCFF749DPM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/34a1efba-f1a9-46d4-ba43-f7bafc21c737/ENCFF749DPM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF200BQY	bigWig	bigWig		signal p-value	GRCh38	ENCSR501DKS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF7-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF028PUX/, /files/ENCFF612NNB/, /files/ENCFF298VEV/, /files/ENCFF362PXX/	864613697	ENCODE Processing Pipeline	489915d1870163ddf7443cc74d95e2b9		https://www.encodeproject.org/files/ENCFF200BQY/@@download/ENCFF200BQY.bigWig				released	s3://encode-public/2021/02/04/375fa270-f8af-412d-b786-8ea040de4640/ENCFF200BQY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/375fa270-f8af-412d-b786-8ea040de4640/ENCFF200BQY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF900GTF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR501DKS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF7-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF612NNB/, /files/ENCFF362PXX/, /files/ENCFF298VEV/, /files/ENCFF028PUX/	180118	ENCODE Processing Pipeline	5f5528baf6b3cc6da91d6ff83bed81d5		https://www.encodeproject.org/files/ENCFF900GTF/@@download/ENCFF900GTF.bed.gz				released	s3://encode-public/2021/02/04/29de87ec-21dc-449b-9d1b-dfcce7cd7e80/ENCFF900GTF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/29de87ec-21dc-449b-9d1b-dfcce7cd7e80/ENCFF900GTF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF469QYW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKI	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF132EDT/, /files/ENCFF346JZP/, /files/ENCFF045SJL/, /files/ENCFF334NVA/	111340	ENCODE Processing Pipeline	4c0d582473a5460a95119fb81aafe524		https://www.encodeproject.org/files/ENCFF469QYW/@@download/ENCFF469QYW.bed.gz				released	s3://encode-public/2020/11/01/763f1b72-200a-4f92-8317-79a76760a40a/ENCFF469QYW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/763f1b72-200a-4f92-8317-79a76760a40a/ENCFF469QYW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF321BPA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKI	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF469QYW/	379772	ENCODE Processing Pipeline	9569adf121e23554452c2720d35aae1d		https://www.encodeproject.org/files/ENCFF321BPA/@@download/ENCFF321BPA.bigBed				released	s3://encode-public/2020/11/01/cc532667-d0ae-4971-a2ff-68f7be6ea10f/ENCFF321BPA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/cc532667-d0ae-4971-a2ff-68f7be6ea10f/ENCFF321BPA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF073DJT	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKI	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF346JZP/, /files/ENCFF045SJL/, /files/ENCFF132EDT/, /files/ENCFF334NVA/	269934872	ENCODE Processing Pipeline	95107e2dd5d0aaf67155622038a9d30b		https://www.encodeproject.org/files/ENCFF073DJT/@@download/ENCFF073DJT.bigWig				released	s3://encode-public/2020/11/01/5e38129f-73f5-420d-a2c2-1037ae576712/ENCFF073DJT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/5e38129f-73f5-420d-a2c2-1037ae576712/ENCFF073DJT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released		insufficient read depth, control insufficient read depth	
ENCFF870BDD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC1-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF691UEA/, /files/ENCFF097KZM/, /files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF397DKO/	1089265989	ENCODE Processing Pipeline	335cb5b0463c90b4e0fa25dfe7e3476a		https://www.encodeproject.org/files/ENCFF870BDD/@@download/ENCFF870BDD.bigWig				released	s3://encode-public/2020/12/27/4f002476-aac8-49c1-9343-fb7545ea8e23/ENCFF870BDD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/4f002476-aac8-49c1-9343-fb7545ea8e23/ENCFF870BDD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF023CAZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC1-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF172KBM/	511381	ENCODE Processing Pipeline	705de464ff73969b0b5d85d7fd9cddc9		https://www.encodeproject.org/files/ENCFF023CAZ/@@download/ENCFF023CAZ.bigBed				released	s3://encode-public/2020/12/27/65988f5e-4738-41c4-99d6-bfc4dbb65204/ENCFF023CAZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/65988f5e-4738-41c4-99d6-bfc4dbb65204/ENCFF023CAZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF172KBM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC1-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF691UEA/, /files/ENCFF097KZM/, /files/ENCFF356LFX/, /files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF397DKO/	229829	ENCODE Processing Pipeline	20e41e6d0bcc8b8874cc9c7f46ff4de2		https://www.encodeproject.org/files/ENCFF172KBM/@@download/ENCFF172KBM.bed.gz				released	s3://encode-public/2020/12/27/8c3c2d1b-57f7-441f-adf0-5d1cd1824a4d/ENCFF172KBM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/8c3c2d1b-57f7-441f-adf0-5d1cd1824a4d/ENCFF172KBM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF960CUQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BHC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF032KSZ/, /files/ENCFF519KIS/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF441UOY/	922655011	ENCODE Processing Pipeline	95cecb28bee6bc46f77667486dbc18e4		https://www.encodeproject.org/files/ENCFF960CUQ/@@download/ENCFF960CUQ.bigWig				released	s3://encode-public/2020/12/10/368b0f4b-7ec4-499f-8773-403e396b6a2c/ENCFF960CUQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/368b0f4b-7ec4-499f-8773-403e396b6a2c/ENCFF960CUQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF917XFN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF032KSZ/, /files/ENCFF519KIS/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF441UOY/	44993	ENCODE Processing Pipeline	a5d6470b10207be1ecf56223ca10c8e2		https://www.encodeproject.org/files/ENCFF917XFN/@@download/ENCFF917XFN.bed.gz				released	s3://encode-public/2020/12/10/2616be8a-2fc7-4e58-a7b5-b8843be22b97/ENCFF917XFN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/2616be8a-2fc7-4e58-a7b5-b8843be22b97/ENCFF917XFN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF024ZOE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF917XFN/	113594	ENCODE Processing Pipeline	4012048461967db2c006897e15634114		https://www.encodeproject.org/files/ENCFF024ZOE/@@download/ENCFF024ZOE.bigBed				released	s3://encode-public/2020/12/10/11446ed8-57e0-4030-a6ca-20b433849bd6/ENCFF024ZOE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/11446ed8-57e0-4030-a6ca-20b433849bd6/ENCFF024ZOE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF244VAA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AOV	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF377OJG/	3227120	ENCODE Processing Pipeline	44754928ab339e2870f84d21f4d0b51d		https://www.encodeproject.org/files/ENCFF244VAA/@@download/ENCFF244VAA.bigBed				released	s3://encode-public/2020/11/01/29092ff8-b83b-45ff-b412-cab397850a80/ENCFF244VAA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/29092ff8-b83b-45ff-b412-cab397850a80/ENCFF244VAA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	control low read depth, low read length, low read depth	control insufficient read depth	
ENCFF992GSC	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AOV	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF850RIE/, /files/ENCFF703AIM/, /files/ENCFF066RCS/, /files/ENCFF256UUQ/	389928434	ENCODE Processing Pipeline	68837189b6cb02ed1ccf809455f2d4c2		https://www.encodeproject.org/files/ENCFF992GSC/@@download/ENCFF992GSC.bigWig				released	s3://encode-public/2020/11/01/7ea63267-8a12-4cff-b347-6d8a72a080d2/ENCFF992GSC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/7ea63267-8a12-4cff-b347-6d8a72a080d2/ENCFF992GSC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	control low read depth, low read length, low read depth	control insufficient read depth	
ENCFF377OJG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AOV	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF850RIE/, /files/ENCFF066RCS/, /files/ENCFF356LFX/, /files/ENCFF703AIM/, /files/ENCFF256UUQ/	1323882	ENCODE Processing Pipeline	e037f3bb6dee6aeb2ef035b9eb356bf5		https://www.encodeproject.org/files/ENCFF377OJG/@@download/ENCFF377OJG.bed.gz				released	s3://encode-public/2020/11/01/383a73d6-33e0-4ff1-8c8d-ca5ce9841b70/ENCFF377OJG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/383a73d6-33e0-4ff1-8c8d-ca5ce9841b70/ENCFF377OJG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	control low read depth, low read length, low read depth	control insufficient read depth	
ENCFF475QVQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DRW	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF245LKG/, /files/ENCFF910QDY/, /files/ENCFF159XTB/	1306983	ENCODE Processing Pipeline	20bf0d7f7f83cb2116dd1c76cbc0b122		https://www.encodeproject.org/files/ENCFF475QVQ/@@download/ENCFF475QVQ.bed.gz				released	s3://encode-public/2020/10/29/bb1fb74d-347f-40d9-b455-e6b7b84c7ab4/ENCFF475QVQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/bb1fb74d-347f-40d9-b455-e6b7b84c7ab4/ENCFF475QVQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF345QSP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DRW	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF245LKG/, /files/ENCFF910QDY/, /files/ENCFF159XTB/	386652145	ENCODE Processing Pipeline	4fb5d8a2039ad5cf5bec8936ab3f7725		https://www.encodeproject.org/files/ENCFF345QSP/@@download/ENCFF345QSP.bigWig				released	s3://encode-public/2020/10/29/119e1c80-be57-4be4-a127-ed019caa6d50/ENCFF345QSP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/119e1c80-be57-4be4-a127-ed019caa6d50/ENCFF345QSP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF811PJK	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DRW	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF475QVQ/	2313527	ENCODE Processing Pipeline	f49c23e260e76d6923bda685aeb312c7		https://www.encodeproject.org/files/ENCFF811PJK/@@download/ENCFF811PJK.bigBed				released	s3://encode-public/2020/10/29/c504c83f-32ff-4aed-a4be-ab4fc203f39a/ENCFF811PJK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/c504c83f-32ff-4aed-a4be-ab4fc203f39a/ENCFF811PJK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF948QYK	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DYS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										JUND-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF196PQA/, /files/ENCFF078GJW/, /files/ENCFF770CJK/, /files/ENCFF891HXN/	535027255	ENCODE Processing Pipeline	b7076b4b3fbf5e4382b3592ad0ff0d1b		https://www.encodeproject.org/files/ENCFF948QYK/@@download/ENCFF948QYK.bigWig				released	s3://encode-public/2020/12/26/80265612-228d-4905-b8b7-5d05c8cc4c9b/ENCFF948QYK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/80265612-228d-4905-b8b7-5d05c8cc4c9b/ENCFF948QYK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF134BQO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										JUND-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF078GJW/, /files/ENCFF891HXN/, /files/ENCFF356LFX/, /files/ENCFF770CJK/, /files/ENCFF196PQA/	141773	ENCODE Processing Pipeline	ab9770cdaffca5f3a79b3cee82ef346f		https://www.encodeproject.org/files/ENCFF134BQO/@@download/ENCFF134BQO.bed.gz				released	s3://encode-public/2020/12/26/4af2c2f9-6406-4bd9-9d84-0205b29aad2c/ENCFF134BQO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/4af2c2f9-6406-4bd9-9d84-0205b29aad2c/ENCFF134BQO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF086GAB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										JUND-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF134BQO/	269352	ENCODE Processing Pipeline	dd67930142490d333750e11e91e37878		https://www.encodeproject.org/files/ENCFF086GAB/@@download/ENCFF086GAB.bigBed				released	s3://encode-public/2020/12/26/8b9bde98-6c1c-4bfe-9f55-3711c815c284/ENCFF086GAB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/8b9bde98-6c1c-4bfe-9f55-3711c815c284/ENCFF086GAB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF796WRU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DZN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF356LFX/, /files/ENCFF876QCV/, /files/ENCFF747TJH/	711745	ENCODE Processing Pipeline	3f36655eb9a421a542ff031fc7b5e9aa		https://www.encodeproject.org/files/ENCFF796WRU/@@download/ENCFF796WRU.bed.gz				released	s3://encode-public/2020/09/25/7e8d6767-53ef-45db-93e9-dcc111ebd38d/ENCFF796WRU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/7e8d6767-53ef-45db-93e9-dcc111ebd38d/ENCFF796WRU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, low read depth	control insufficient read depth	
ENCFF635MMB	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DZN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF796WRU/	1338264	ENCODE Processing Pipeline	94468990ecb9e2820dbe867b8453f83b		https://www.encodeproject.org/files/ENCFF635MMB/@@download/ENCFF635MMB.bigBed				released	s3://encode-public/2020/09/25/a1b32d36-fc74-4e06-993c-d7074365af60/ENCFF635MMB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/a1b32d36-fc74-4e06-993c-d7074365af60/ENCFF635MMB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, low read depth	control insufficient read depth	
ENCFF637RGD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DZN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF876QCV/, /files/ENCFF747TJH/	328551173	ENCODE Processing Pipeline	01acfb02e4d49d65c908e2d47e0a2eca		https://www.encodeproject.org/files/ENCFF637RGD/@@download/ENCFF637RGD.bigWig				released	s3://encode-public/2020/09/25/d208f784-8344-43cd-9262-9caaf12e6f81/ENCFF637RGD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/d208f784-8344-43cd-9262-9caaf12e6f81/ENCFF637RGD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, low read depth	control insufficient read depth	
ENCFF002GST	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DKT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF158NCR/, /files/ENCFF355JUH/, /files/ENCFF424XHE/	337784636	ENCODE Processing Pipeline	054ad9efecc91b3466674280b308f5a3		https://www.encodeproject.org/files/ENCFF002GST/@@download/ENCFF002GST.bigWig				released	s3://encode-public/2021/01/06/5a09a51b-7495-4590-a079-a87661cd7748/ENCFF002GST.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/5a09a51b-7495-4590-a079-a87661cd7748/ENCFF002GST.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mixed read lengths, low read depth, inconsistent platforms, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking, insufficient replicate concordance, insufficient read length	
